Year,Land Coverage,Surface Temperature Change,BC,CO,NH3,NMVOC,NOx,OC,PM10,PM2.5,SO2,CO2,CH4,N2O
2011,1074.9666325930843,1.2064999999999997,1.271626652918338,79.8444284450574,148.35238052743554,42.14119793745158,49.13559448477601,2.474124019687922,17.389735544523315,9.477527472447239,27.624473878119396,123759.27870325257,581.1226570268535,20.653856508680487
2012,1074.959647793992,1.2730000000000001,1.0976652836678156,71.01524016573951,153.1362409231798,41.21372100963137,45.72927198646342,2.3153770957617787,15.925616404613036,8.41070662958251,24.869836701858258,120392.42443550195,573.7608456888494,20.68224540618309
2013,1074.992963317593,1.125375,1.215673089634572,70.39224463681764,154.2144428212303,41.50470313688886,44.18343404359275,2.3581311221235257,16.311581021524905,8.451224834185629,24.05263538797137,112163.16004355588,558.913663001329,20.87611687032976
2014,1074.9400949108226,1.4472499999999993,1.0810210967441514,66.21467259458265,153.96130336222265,40.84047063019045,42.62813393103898,2.3167229032826246,15.766143572135217,8.156434751020452,22.211262646143407,108684.6996291847,558.0461075877646,20.70231835685897
2015,1074.915260576923,1.4658749999999972,1.1045716944612858,65.54884055975134,157.41990386027445,41.25550157237717,43.138960653442595,2.2999876175082896,15.94308605541917,8.118574261484666,24.10870019763344,112378.19410350334,560.4133082092593,21.030773804253425
2016,1074.8714493946575,1.671124999999999,1.164555155970409,66.89000237437781,159.85997859379407,41.64457324878768,43.709084652454365,2.394493822748882,16.245640368503437,8.360070986843276,23.384319793106652,110905.51326100278,559.550078468419,21.227112766246005
2017,1074.8624720788862,1.5400000000000018,1.119764785475651,63.307982485551264,162.0518836481638,41.61113914379813,43.72717188202251,2.1816269934133157,15.894374683371517,7.9832981969803125,22.93240054323226,113806.43886040946,564.5854937880014,21.27194512426319
2018,1074.827906067563,1.5377500000000002,1.139176418927598,65.55370477876603,160.27006152875225,42.04862714881544,43.96180651167044,2.2537288409522707,16.12264870839466,8.143193383715436,23.01742210684595,112042.3071125689,568.7327870569354,21.34029964520807
1992,6081.974451489179,0.08975000000000002,0.477240524410852,27.531587607142963,32.624963593736815,28.42143611754637,14.36194449592399,0.7426233750987828,5.872521087476135,2.4801679894309485,8.446591850515485,32399.570363272567,872.646545367659,8.731927967008229
1993,6082.018704646433,0.40775,0.5008930550290008,27.560127243486534,34.42760191228072,28.73874205477113,14.995662975540107,0.7410545071754757,6.104181632448595,2.5436603340777637,8.939718709973988,32831.535662744456,907.5533289116684,8.827447411735557
1994,6081.979805021472,0.9754999999999998,0.5033605256685647,27.37854469131492,32.95573300930386,28.886132457497123,14.428561688989365,0.7893282980200022,6.3679433453388805,2.6570719925390347,8.409963070796003,32826.30111967484,909.3967577501925,8.47720815409106
1995,6081.981035937071,0.9164999999999999,0.4972167824127803,25.877515090728643,33.54137910259479,29.76808515149835,14.070330203951803,0.7282548682856231,6.704058919319051,2.696302272495839,7.917651416107722,33909.559114744916,979.2024028625545,8.205836714795582
1996,6081.962065908385,0.90925,0.5319211710103808,28.459962158128974,32.57434447028897,29.785840965417233,14.090466669654461,0.8833791177198211,6.703494478942411,2.846955359209262,7.18320293075566,33774.47870580333,1011.9553269390569,8.480206543628196
1997,6081.9789652669915,1.2342500000000003,0.535592885506645,25.70497559035364,36.73747888465182,30.43512616079186,14.133334813866826,0.7699431529491958,6.873019913963581,2.7796226255378573,7.3699905673564325,33964.49853139091,980.2081722298173,8.825706781479308
1998,6082.003582338973,1.2167499999999998,0.5889160142494001,26.049433259379175,39.07414740331912,32.699938789797834,14.724737466531952,0.8563773385212936,7.782795486558371,3.1463484509129125,7.243386902287472,34580.553514614636,976.1391866999402,9.310783860073883
1999,6082.040076244917,1.3030000000000008,0.5959958606429351,24.877276506195845,41.50718305069729,34.065780098059854,15.054305754728917,0.8275467545786275,8.071479680518312,3.148951501220369,7.281184680736276,36017.80031881616,1012.0379569857944,9.795389869532672
2000,6082.01661313468,0.9022500000000003,0.6110072397465282,24.32116186673209,42.445752043418764,35.44422820970863,15.773988732266227,0.810977335788124,8.390403265387587,3.2740109659304775,7.139563020064342,37251.86822941212,1065.7356026480363,10.04070505778878
2001,6081.978406161887,1.722749999999999,0.642636299963671,25.350341991005873,42.90312629125166,35.182321847131455,16.72961373532081,0.8813673799653875,8.833259954160221,3.529795476259053,9.06717293898331,37985.385589712496,986.6518905214961,10.288733495153942
2002,6081.975681202055,1.2065000000000006,0.6546704822432383,24.849912590814224,42.68142142692391,35.85061617767611,17.327324831631483,0.8967712954317003,8.77246098146406,3.4381887917953287,9.887311002352796,39280.77569105246,956.7951155524931,10.145346007309664
2003,6082.0422440689135,1.5770000000000013,0.7075658908956094,27.062234417517022,43.8268246948906,37.32410923005552,17.442933206768227,1.0102830348848775,9.003332445392427,3.655201573035769,9.228406062417204,40829.26778108845,1024.8756885340792,10.464855188735056
2004,6082.1465799206335,1.1237499999999998,0.8353905465329237,34.75784132679719,45.900711065419955,39.25872002542763,19.089243495685906,1.425942536873682,10.737405202845174,4.57522950448973,11.654476480207167,43085.80923478568,1013.5207097471504,10.802074784509054
2005,6082.145466132646,1.1687500000000002,0.8067461686571258,32.38305421521324,45.14522120432862,39.55785814838759,19.70160615686136,1.368948046448284,10.603343068499562,4.449198810121841,11.850003813219319,45163.64152235195,1036.347087839422,10.833380165544886
2006,6082.146818120868,1.3647499999999988,0.8489824589626517,34.46941967871906,45.377074753964784,39.920302285995305,21.511087347766477,1.436280980995871,11.0046892814439,4.656247615691879,12.318535354451292,46876.985710183304,1080.5720879800197,10.819470331881641
2007,6082.143727950796,1.1199999999999992,0.8532075790543634,33.785026888134325,45.12764359960616,40.29614147138638,22.657586765995458,1.3503054912132788,11.329043550292493,4.619866138602871,12.483328009948318,47753.5027609925,1045.221746506194,11.492140047130123
2008,6082.210823607365,1.2694999999999996,0.8502318437453423,33.74032490534875,44.45106340340669,40.4053808040805,22.74624437166879,1.3460088895216846,11.447692951265642,4.577618787477088,12.521473347385124,49571.58941692537,1085.4257923466869,11.334687220614969
2009,6082.259415298177,0.9945000000000012,0.9012750973829953,36.37203776992048,45.96453639821417,39.790443580117056,25.62691628839916,1.492481520197059,11.820209806527812,4.824391855788392,12.007680927623666,50315.04190355166,1028.8656392614619,11.853100383173354
2010,6082.197806522232,2.0014999999999996,0.8835100402861671,35.714873680583324,48.779314171633025,40.357764056470536,27.099872247128,1.4150729889519953,12.114244496318255,4.828874686830558,12.980790285323582,51968.56850298427,1080.0418612090705,12.263033263171403
2011,4941.7911885927615,1.3127812500000007,2.9947647106838677,356.9352793180696,107.1741876528334,50.57261200771108,44.56764718486535,16.592577571942986,52.37142555619024,33.86936690795627,16.21992574116051,54726.533154140285,1413.6018870530395,26.77093262788701
2012,7719.883516385043,1.2809999999999988,2.4853609147681146,260.71595801439344,116.35959175777333,47.574288258162206,44.29843947981178,11.810819962361228,40.4842689243636,25.004828292669874,15.467166694082117,58463.400045803006,1454.8217697045845,29.017305161045364
2013,7719.9055978696715,1.2779999999999985,2.937827624245258,337.8853248488248,120.3758332155644,51.17476451951871,48.08013259212278,15.436385814306568,49.23000835989257,31.514765333831377,17.357182150926892,59658.345249618134,1454.8844406386563,29.774144251040365
2014,7719.8462336043585,1.474799999999999,2.914368556158186,330.4138577908525,124.72441947829678,53.34352846193161,50.455555937943245,14.898457677433536,47.251154122056775,30.323435229476225,17.968194050439163,62723.949751111955,1488.0886771610938,30.52806859877878
2015,7719.817433846155,1.2484000000000002,2.4210262212658495,242.79904262148895,122.8521233498652,50.00825766453688,49.4345660491991,10.679457355067399,37.06765389927383,22.727968372423216,19.140644321628645,64984.33578648964,1498.5044927681895,30.762715488628864
2016,7719.815225424239,1.663999999999999,2.8866268713795766,347.432118814989,129.67401890832454,54.77259514451713,54.864535942954966,15.248091231322846,48.123522850938635,30.858626055827752,19.347558748748522,65539.7725056463,1538.2860468217084,31.355966867886515
2017,7719.838941530936,1.6638,2.451875562933877,272.4044615012165,122.89105721638666,51.62489944478034,52.653715677319674,11.667130291384039,39.599015631765475,24.448145234689694,19.901134538635542,66424.27706199531,1544.3302523288369,31.078598115384995
2018,7719.824310880962,1.0666000000000004,2.5902406155300586,296.4995540085552,123.44303256454569,53.34448028448807,54.29482116346001,12.80081594286391,41.91059405130292,26.362502628052365,20.447527728193386,69481.1271612454,1559.403383524838,31.447382560368244
1992,3331.8571741913283,0.35754838709677395,8.345522718638401,1366.08100168155,52.70946941779726,50.28372821191496,46.19576374308951,67.85473743967819,190.20848316871246,131.36189901536343,10.863120079092738,33151.42903151205,577.9943424650907,10.551165725924374
1993,3547.2250205263404,0.5074827586206891,4.688643279511033,701.72712101478,45.959043573423784,39.91046638572372,28.27430106969789,34.394350215627455,97.26092364821574,66.4945002290864,8.146555700191524,35267.80349240638,626.6908403926649,11.282983390129948
1994,3547.2196637311886,0.43006896551723905,5.754428862233467,873.1173846446262,49.03247738273469,44.3255991062776,33.63334734262698,43.043905635463084,121.51739879631744,83.48713493380993,9.406923499204236,36036.76318301757,679.7207779581861,11.467872931003635
1995,3547.2592573466113,0.641586206896551,6.000446322925424,922.7397074412502,49.82110011875842,45.451365587677394,35.31597178151692,45.12633987475854,128.23250705309246,87.82114539715063,9.552497449637118,37452.541867857115,724.9819895295426,11.658085748072963
1996,3547.2623607096457,0.5915862068965504,4.879260838079092,706.3408863520335,48.251403267011156,42.56610371173082,30.010507081265423,34.284759060010245,98.10520692615967,66.89205770952745,8.877836576444667,39262.31947990431,793.5725662319978,12.084224429091003
1997,3547.2670999355896,0.6156206896551725,4.7334429754612835,677.3282920276461,48.66854395068489,42.92913874932436,29.58971493498136,32.69715970902955,94.08692840011392,64.02646277119027,8.757282786664348,40101.78426826923,778.42453173661,12.34254156850704
1998,3331.9392021387207,1.0426129032258031,5.36367321054148,794.0024928489621,49.2318915837764,42.73966231620379,32.10649385574991,38.497064774211715,110.50421646286343,75.42954787879097,8.966075614433068,38705.95006980669,725.1213969509407,11.91929556914112
1999,3547.360403130979,0.5887586206896563,5.329056897365188,782.8329104606358,52.7921669393798,44.93732806599135,32.75822544263519,37.76804939710554,108.7598699643892,74.0749779520648,9.350176073163926,40708.62919225746,766.9236075006555,12.898416259131
2000,3654.1033997085715,0.4963928571428567,4.715814102120086,664.4796748197663,53.38638390235269,43.549657671576696,29.98560421829715,31.766998943642804,92.12550022367684,62.47847229713516,8.708365801930091,42616.51214982499,824.3994267305463,13.316102574315531
2001,3332.146200110023,0.5903225806451611,4.564954542747111,661.256285639546,50.80722881719472,41.650637281221336,29.049358714376886,31.443007146637584,90.93642737735756,61.53672490595666,8.449957343264964,39915.079916691415,760.8397339530944,12.554245776411479
2002,3332.1926771708695,0.8979032258064504,4.997429808080072,726.8494406591161,52.421694287694535,43.49900273885567,31.571585524835637,34.66855381306776,100.1222987287772,68.00623709712248,8.823258325979738,40674.8056250905,719.1249524311385,12.785379148039361
2003,3332.2109765167525,1.0086451612903249,5.863304737363,883.2391763591953,55.929070984643985,47.30527204975583,36.00427900451602,42.50187860315314,121.8520842791738,83.18409186879346,9.73871696921703,42172.72239296265,763.3809374058076,13.147278523101994
2004,3332.238356152857,0.8119354838709656,5.947207432365732,896.1523095260048,57.318440776136704,48.32454201377821,36.74060397110002,43.03036252345919,123.55476005058021,84.33413765131648,9.966220981010512,43634.11402609048,775.0054234608818,13.479414580870664
2005,3547.598335056631,1.1241724137931048,6.898140580974987,1051.342030703696,62.78631292452178,53.951073389425005,41.885353453928694,50.626128760594234,145.06882516135755,99.21324078869493,11.093138170657385,47131.75827742453,825.7580845870053,14.594800350089328
2006,3547.609741573232,0.8358965517241371,6.283151685350252,950.8234641539101,62.59995844892477,52.54933509620214,38.66350141551851,45.43590522655871,130.5999593222766,88.981138726983,10.537657871960825,47327.657491474594,797.3846762343007,14.661212949818832
2007,3332.4559678037053,0.8624193548387096,6.134031022241033,928.7321127192967,62.403299594123546,51.13493150345415,37.89350092921404,44.319617782268764,127.81237016012824,86.95239742503189,10.638348546836424,45941.048821773315,761.298005457332,14.652973601205048
2008,3547.8408390050686,0.692137931034484,6.873894485218153,1050.063889942017,70.1702008823223,56.27185075231321,42.414992787510194,50.46808879168952,144.60035188832302,98.67610532388154,11.534317752937953,50545.77559550471,828.4524213374839,16.061741055696082
2009,3547.9030581430416,0.9257586206896555,6.690620425938418,1007.8919720840801,70.6486401874911,56.403422573009664,41.75963993779273,48.254911083551086,139.23907353151898,94.7570746450388,12.151980915139408,50204.01026223277,822.764439841371,16.35513007510558
2010,3548.0063005200127,1.2688965517241382,7.421581112011699,1137.5403680242082,76.40159125265676,60.121173830981654,46.27842983392162,54.81344954066665,156.98168964739563,107.15868128165707,12.609571509452543,51887.3710842997,857.5653679649911,17.031471939627785
2011,3547.3001926618235,0.8940000000000003,7.077200478669641,1075.5872168141727,75.57248804768848,59.20639560606623,44.62236620010367,51.58183828920321,148.29066270935272,100.96760417271088,12.166319235210182,52212.88263933072,881.4730638827301,17.475457596357927
2012,3667.7659846331803,0.6822142857142867,7.626988871515987,1158.929616661229,80.8966900388715,63.8234693428595,47.5690517770638,55.60869168228979,159.54891978030116,108.7638443874418,12.707727838512266,55908.939752138016,938.2969352939856,18.585162781347382
2013,3547.342244101233,0.924379310344826,7.203656090598505,1076.025442859639,80.697313313758,61.527364932121586,46.604926858781205,51.34343052270924,147.66076168358651,100.59971272013455,12.403591140386357,56148.5633511628,904.6131630080031,18.5290472846387
2014,3547.370269760564,0.9098275862068953,7.423174290870523,1112.0023196204572,80.33820401600006,63.18337788081084,47.766270342460004,53.186678989254375,152.64276110197954,104.07018595218494,12.690089737924449,57302.87632733901,921.5019700565746,18.680187769197676
2015,3547.383069496021,1.2637931034482721,8.265033154886924,1269.6670705506951,83.92333057023356,66.44886108490732,51.711854993749256,60.97602980240686,174.6304171310988,119.17038761034907,13.127703677711503,56849.22903235653,941.2031203361341,19.01013634362077
2016,3547.3895738160327,1.3501724137931064,7.979428751834833,1219.5561801207002,85.8553143615821,66.1678167265684,50.92527836291836,58.3088305495577,167.39914335412865,113.99957379125482,13.104644651374516,57873.907412023844,947.1272328151773,19.632336377579186
2017,3547.3899085459934,1.2848965517241349,8.349680492984467,1294.8501134090725,90.78509735483895,69.02547733217743,52.42763614104239,62.212381507272006,177.3678028603996,121.08681366810951,13.413651068971221,58839.55915078117,962.3939742705635,20.162997613437515
2018,3547.406204800376,1.10565517241379,7.120319556988141,1076.7287728273475,87.47724664389023,64.92259904359716,47.24574175253413,50.94307746601394,146.42529226332982,99.38492053247533,12.501775638530578,59558.37186719105,983.3581810981426,20.56997644019878
1992,4684.466523729021,0.335937500000001,7.095253266068066,832.9509230965915,124.14075005178118,62.63379885761114,65.32007749802148,37.306603528134765,105.98700652664913,76.39594099498889,24.850955615405887,49500.85374062021,1062.0833893157708,24.920425442630368
1993,4684.4867328852915,0.371312500000001,7.288749574937372,901.5199929632406,128.0716610773002,63.35921632111763,65.9955246292764,40.72898225737474,115.80101579276138,82.91104386580602,24.37197611445421,49138.528498037915,1080.7814736610567,25.827055600043668
1994,4684.45251225535,0.5938749999999996,6.003813698501939,641.9740068623049,129.57870312758595,61.18624657667122,61.66367079772514,27.297286105591624,79.00339171255914,57.320098145066204,23.970452021343526,51967.456724750795,1112.9319769961955,27.697225555295795
1995,4684.557086224295,0.6851562499999984,6.567393005443581,736.0182071060178,131.57983827023546,64.48190380701226,64.86986824625728,31.972119494866057,92.01708723962011,66.43752129442514,23.65370027097851,52785.782495361804,1133.7520583241403,29.312278053832856
1996,4684.637649023472,0.3078749999999995,6.2161228239371225,665.7658767092854,128.6809628832466,64.1935104040978,64.61671629443391,28.36582786497058,82.5369550250701,59.711811483133786,25.038985748223297,55309.165562320064,1129.503306875809,29.248220186275834
1997,4684.716190363223,0.7480937499999981,6.583460001357571,733.4794132697049,133.64454660909533,66.80027667924038,67.22850717556949,31.691668573382465,91.24041698421667,65.91530632009905,25.761350342705043,57569.750688356886,1150.2719000344662,30.64474207711185
1998,4684.86841616707,0.9840312500000015,8.095217981085526,987.2291003668802,139.47388916922716,73.05252214702602,75.92578917204168,43.98583712504327,125.88762655551592,90.18721848568708,27.21877495050348,59755.16546443048,1151.4315246464146,31.53542128589877
1999,4684.992985633922,0.40124999999999933,7.779748187103407,915.7362583318392,140.04826646438661,72.91603568982849,74.40873940325626,40.46259406283787,117.30935271330523,83.92438853876622,27.051434253608928,60220.71723500573,1159.5986080100965,32.00972739725425
2000,4835.963296455037,0.2834193548387102,5.634661948381548,584.4734494184356,143.8348424907303,67.29707655766994,64.67392564781493,23.45104961510575,68.89546666082408,50.03034709175656,25.293666728778827,61939.41337554349,1212.9812780617374,34.028699220637385
2001,4996.818554208218,0.5367999999999991,6.183681152238201,627.6516801098829,150.85054750379018,72.36049984245568,69.4883807689018,25.11877618546616,74.30574822625417,54.0626429736866,25.78201179634433,65432.62622948862,1274.6650420156786,36.20956887625653
2002,4835.935135134995,0.7104193548387088,7.644100981923127,895.890044621329,152.4391329660402,77.49552082968093,76.12059799001193,38.3101481567394,111.26776148205776,79.7830048902555,25.34135489788536,64498.98007874378,1273.1939655248675,35.776249632101774
2003,4835.969120860089,0.7929032258064511,7.948187313950763,943.458322247057,161.95612213803733,81.47830322010375,79.14659426832722,39.9669787112673,115.54179612045354,83.00567866960813,24.977115540377582,67493.6972953167,1331.9320335915313,38.096205776814166
2004,4836.037165639893,0.5884516129032283,8.947143590871498,1121.9854328134275,170.1390829631435,86.72117140125634,85.78071934392617,48.624123927478486,139.97122689738754,99.93961071582268,26.034582429912145,70023.61154885298,1371.330856049652,39.02205309738923
2005,4685.136615706868,0.7715624999999994,8.348345384922174,1060.2080449586094,163.38156123540344,84.2599182213377,81.73096927346862,45.42311403554873,131.20626530266495,93.43282895249376,24.710987067522858,68880.19566817326,1342.3690508439327,38.368105109446056
2006,4685.13321580013,0.6739687499999998,7.462930425524444,867.3494553402032,164.05361878631362,83.80382370552692,78.50417221504131,35.51125330146467,105.0019375186566,75.05233747459464,23.790673748766356,71589.70503774306,1362.622335802596,39.118915875517395
2007,4685.149585618889,0.6170937499999998,9.73877988744777,1257.6286045575785,176.30067508122235,94.76729937468464,92.15316543917832,54.74385100742523,157.39923835572756,112.10610947183794,26.38154735563855,75215.08522046146,1361.749838442969,40.56136309246055
2008,4685.140749444531,0.43174999999999913,7.273735998422864,844.3001420250749,168.2273030157852,90.49785726635001,80.80065655953969,33.46837831366191,96.59971651738589,69.88952102881431,24.86270573548103,77357.88324683311,1380.7091247415717,40.87465297733713
2009,4685.170283136932,0.7167187500000008,6.794371035693414,732.8866177696545,167.41402895177106,89.78014957613914,78.74501353543647,27.993082560034523,82.99727368822946,60.05735844975153,24.313040546827892,76223.82905460261,1385.4785274536591,40.79692048565049
2010,4685.146913298229,0.8267500000000021,11.040237618493679,1496.4607904249656,183.68470406885592,106.80997440070513,101.32050045777198,65.37665558220459,185.46838290456023,132.09595435549,28.01783615492504,81019.34138077007,1401.4013210666255,42.44166502640691
2011,4685.132808824487,0.5671250000000005,7.738754874056469,896.5162313335242,181.31708985790496,96.45839853711662,87.03410504886732,34.74283617491573,100.56974237037473,72.93139361902038,26.268323823738516,83121.4714466227,1416.0472298151685,43.322125238015175
2012,4823.33584326064,0.6883548387096801,8.105124990747097,939.3156420012217,185.99291075621943,101.42412708450404,89.90705665612703,37.47905096856138,108.69751543624739,78.48250205540637,27.040102058600294,87898.37168790845,1461.008066364863,44.136204944712816
2013,4823.401336975698,0.7252903225806454,7.759595599042276,881.3481590826789,188.3185436373269,102.12949408307497,89.62736202604034,33.211426523623075,95.54404509691331,69.92544773682786,27.432832278646007,91060.951237573,1480.4460048469236,45.58746137539265
2014,4823.521104000239,0.8425806451612918,7.790640495527345,908.908799019183,192.88632946975216,102.87204542956768,90.38450308156324,34.20859659768724,97.6342826671887,71.43539523385788,28.162776514459974,91024.00284704175,1490.933380723189,46.30303363328614
2015,4823.53503473945,1.1447096774193533,8.779610079311121,1107.8318448618759,192.38491054515316,107.23851550707606,94.01853609228448,43.633282068392205,122.34055457293157,88.99851125186258,28.65486148395823,91293.76001228992,1505.9568910095372,46.61466233532183
2016,4983.961170485444,1.1082999999999983,9.169263986786742,1126.0512655785546,208.48323488083776,111.90762274818725,99.24735076825593,43.87603853650436,125.38940987778088,90.97526114056247,29.65932378683159,94626.12045179862,1563.3663381297297,49.136421423463815
2017,5154.276242592214,1.044896551724141,10.27631145710955,1264.522305216283,216.6437363554052,119.3405136726866,106.12598458530191,50.52512779041418,143.04532613089393,104.0208672970755,30.263560947198215,97818.29323328006,1602.8617215606532,51.365905875026485
2018,4823.671358097801,0.8506129032258091,7.909664971804715,950.8553733042252,200.9577133043246,107.0549994680728,89.68391845059418,35.875870275224266,101.9136552419077,74.35970989790195,26.41329335383617,89866.46357135716,1527.2861393208912,47.672318471074526
1992,30740.39397076713,-0.22450000000000003,7.557565992526473,637.9996341764979,287.21465442946,81.94770395518844,171.17934487006238,22.6347626736102,62.208460656407844,52.303609845524385,59.211571326219435,185331.29562138786,3037.887177760902,84.20761746389995
1993,30740.450702055474,0.03949999999999997,8.878176656118324,670.5408378940512,295.0540812383097,87.0745943324881,180.47529731520302,24.07674881228852,68.16446409388128,57.75943128141996,59.2900968922305,193440.05539334143,3022.3303358931007,85.56503195878147
1994,30740.426212998984,0.05650000000000002,9.11518387250514,620.114248764143,303.35818112492,85.63503570158194,184.75750545733655,21.65544606156291,69.38359687817413,57.03618581937781,59.39701411478851,198119.5142176755,3028.084448664852,86.59610482804952
1995,30740.234175523103,0.24399999999999994,9.740633544391553,685.7189324409129,308.24648197004484,89.61425868437006,187.69342298999894,24.931098223894615,71.92951725229611,61.04715994414243,56.701858093839554,205578.16465264844,3025.0913375160517,87.08377996879045
1996,30740.188174606832,0.40750000000000014,11.240938275781334,780.738656739638,330.80750720293014,94.59119487890499,200.61715918076908,29.968257702778242,83.61884769988754,71.38390134373695,59.251359865151535,217110.3974246173,3051.5219157334477,91.99445563130098
1997,30740.120627702334,0.11800000000000009,11.379342043148597,753.424845329909,336.889961468255,97.5999592838555,200.44371326579318,28.638326818159722,83.56838598166267,70.77837206718483,60.230321912461555,223972.15567512158,3109.954053275,92.89921063970193
1998,30740.038108923236,1.0240000000000002,10.362576678349368,741.0250114184745,352.55888448572017,95.66813403486505,195.20117068230778,28.1787706100144,77.59797172191487,66.37711221884625,60.55525730019996,230643.35888235798,3107.589104067352,96.02891483211296
1999,30739.918234533256,0.7890000000000004,11.16017795324012,802.6972391404435,372.53913521475954,95.35997981155604,201.1375764404934,31.735205493172884,87.52853410555858,73.88230170942037,61.837991292968475,236916.44715378867,3114.360666549401,98.56178930314958
2000,30739.96909857968,0.19999999999999993,9.498739540203305,707.8264598739972,366.4423319232603,92.20682738947154,189.21388611942146,27.025528021241126,73.79777320580578,62.76915451884509,57.9675096088065,234394.55121342806,3174.3782354310024,96.89251952647304
2001,30739.881970188188,0.44749999999999984,9.926589507294484,696.808990399524,378.73204060102023,91.43826692671244,189.29641875162218,27.07090500187434,75.23009319143023,64.03699916805093,58.687464002015524,240445.74460585476,3218.9499065099994,97.98243993717959
